id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
33361844,"SOHO LOFT APARTMENT, PRIME NYC LOCATION",221213143,David,Manhattan,SoHo,40.71953,-74.00064,Entire home/apt,450,2,3,2019-06-23,1.13,9,361
21291569,Coliving in Brooklyn! Modern design / Shared room,101970559,Sergii,Brooklyn,Bushwick,40.69211,-73.9067,Shared room,0,30,2,2019-06-22,0.11,6,333
14483469,Sun Soaked 3-Bedroom w/ private roof deck,19928013,Blake,Manhattan,Greenwich Village,40.73389,-73.99335,Entire home/apt,800,1,0,,,1,0
2447298,Soho loft with everything,5165749,Ben,Manhattan,SoHo,40.72512,-74.00024,Entire home/apt,650,5,0,,,2,83
29138655,RENOVATED LUXURY 3BR 3BATH ON LITTLE WEST STREET,200380610,Pranjal,Manhattan,Battery Park City,40.70587,-74.01773,Entire home/apt,433,180,0,,,65,364
18181620,Centrally Located Manhttn High-Rise,501891,Dave,Manhattan,Gramercy,40.7368,-73.98045,Entire home/apt,379,1,0,,,1,0
24137869,Master Garden Suite @ Northern Lights Mansion,1261480,Diane,Manhattan,Harlem,40.80646,-73.9517,Private room,1500,2,0,,,2,192
4908978,"1BR in Murray Hill, E 26th & 2nd Ave (30 DAYS MIN)",23772724,Elem,Manhattan,Hell's Kitchen,40.76102,-73.98881999999999,Entire home/apt,380,30,5,2017-04-18,0.11,15,332
33558445,Sunny 4 bedrooms in Manhattan,247185393,Artem,Manhattan,East Harlem,40.79491,-73.94162,Entire home/apt,400,3,7,2019-06-14,2.33,1,307
19415887,Terrace Luxury Apartment,52295482,Nelle,Brooklyn,Fort Greene,40.69321,-73.98143,Entire home/apt,375,2,14,2019-01-05,0.6,1,75
32238730,Sonder | Stock Exchange | Original 3BR + Lounge,219517861,Sonder (NYC),Manhattan,Financial District,40.70785,-74.01239,Entire home/apt,505,2,7,2019-06-14,1.79,327,275
30389115,"Airy East Village 1BR w/ Doorman, Gym, near NYU by Blueground",107434423,Blueground,Manhattan,East Village,40.73021,-73.98765,Entire home/apt,377,90,0,,,232,174
30930476,"Bright, Spacious 3BR/2BA in East Village, groups",227995389,Jackson,Manhattan,East Village,40.72375,-73.98188,Entire home/apt,443,1,30,2019-07-02,4.92,1,165
22139766,Luxurious Brooklyn Heights Duplex with Terrasse,88801066,Crina,Brooklyn,Brooklyn Heights,40.6936,-73.9935,Entire home/apt,647,5,4,2019-04-20,0.25,1,166
4331684,Modern 2-Bed Apt.- Great Location!,22487371,John,Manhattan,Hell's Kitchen,40.755790000000005,-73.99154,Entire home/apt,375,3,13,2018-06-23,0.23,1,0
19182044,Perfect Penthouse Duplex,84126420,Sk,Manhattan,Chelsea,40.75112,-73.99605,Entire home/apt,399,3,44,2019-07-05,2.4,1,112
3270809,Artist Loft in Lower East Side with Roof,14289427,Francesca,Manhattan,Chinatown,40.71613,-73.99266,Entire home/apt,500,4,6,2018-12-12,0.18,3,341
24593351,Beautiful Gut Renovated NYC 1 Bedroom LOFT,105797483,Rachael,Manhattan,Midtown,40.7452,-73.98427,Entire home/apt,400,1,16,2019-06-30,1.14,1,47
30464266,Beautiful Loft in the Heart of Nolita,14413778,Allegra,Manhattan,Nolita,40.7233,-73.99463,Entire home/apt,800,3,0,,,2,0
9711921,The Archive West Village,30707611,Beth,Manhattan,West Village,40.73123,-74.00684,Entire home/apt,450,1,0,,,1,0
1803165,Huuuge Sunny Central Park REAL 2 bedroom 1.5 baths,9453400,Lo,Manhattan,Midtown,40.76391,-73.9782,Entire home/apt,799,6,40,2018-09-01,0.58,1,365
30313152,Plush Midtown West NYC 2BR With Stunning Views!,163251048,Jen,Manhattan,Hell's Kitchen,40.76189,-73.99955,Entire home/apt,499,30,0,,,8,365
10089727,"St Regis Hotel, NYC Luxury Hotel Rooms by Owners",51772392,Mark,Manhattan,Midtown,40.76039,-73.9736,Private room,587,1,3,2018-10-03,0.16,1,365
22795221,Gorgeous natural light in Chelsea photo studio,3750764,Kevin,Manhattan,Chelsea,40.75021,-74.00479,Entire home/apt,1500,1,0,,,6,0
27237604,*NO GUEST SERVICE FEE* Luxury Midtown One Bedroom Suite with Kitchen,205031545,Red Awning,Manhattan,Midtown,40.75294,-73.96731,Entire home/apt,737,3,2,2019-06-07,0.4,49,235
28654606,Warm Duplex Townhouse,191849342,Joseph,Brooklyn,Crown Heights,40.67177,-73.95334,Entire home/apt,500,4,9,2019-06-22,1.32,1,247
34483436,Steps to Fifth Avenue Shopping Area,260425153,Park Lane,Manhattan,Midtown,40.764590000000005,-73.97416,Private room,425,1,1,2019-06-15,1.0,14,357
35229657,Center of NYC*Dream in your dream Apt*6beds,135223584,Lina & Josh,Manhattan,Hell's Kitchen,40.75654,-73.99425,Entire home/apt,920,1,0,,,1,180
32561334,94TH STREET BIGGEST 1BR SUITE WITH DOORMAN-GYM,123745971,Especial,Manhattan,Upper East Side,40.78216,-73.94841,Private room,540,2,0,,,6,351
36260895,Midtown 34th st 1 Br apt with patio!,24856484,Mike,Manhattan,Murray Hill,40.74506,-73.97362,Entire home/apt,400,2,0,,,1,66
12496037,1/2 block to Central Park - W 84th Street,23870466,Susan,Manhattan,Upper West Side,40.78475,-73.9717,Entire home/apt,650,30,3,2018-10-15,0.09,1,137
6509750,Art Deco NYC Upper West 2br Apt,696487,Ted,Manhattan,Upper West Side,40.7837,-73.97851,Entire home/apt,385,30,0,,,1,0
9263457,1 bed/bath w/ Cali King bed- duplex,30637963,Deena,Manhattan,Upper West Side,40.79355,-73.96641,Private room,800,5,0,,,1,0
10002428,The authentic TriBeCa artist loft experience!,5885714,Micheal,Manhattan,Tribeca,40.71742,-74.00395999999999,Entire home/apt,485,3,14,2019-01-01,0.36,1,54
29983341,Cute Hells Kitchen Apt. w Balcony,49745850,Alana,Manhattan,Hell's Kitchen,40.76192,-73.99698000000001,Entire home/apt,400,3,14,2019-03-31,1.92,1,0
21963398,4BR 2 Bath Williamsburg Apt with Private Roof,11310081,Chandler,Brooklyn,Williamsburg,40.71204,-73.95245,Entire home/apt,650,2,1,2019-01-01,0.16,1,0
16453837,Big Brooklyn Townhouse Sanctuary,1192630,Christina,Brooklyn,Crown Heights,40.67763,-73.94581,Entire home/apt,375,5,3,2018-08-11,0.12,2,22
7816449,Dreamlike Soho loft and rooftop,1317360,John,Manhattan,SoHo,40.722190000000005,-74.0014,Entire home/apt,500,7,44,2017-09-25,0.94,2,365
3946115,Large 3 bedroom on Upper West Side,20449763,Christine,Manhattan,Upper West Side,40.80075,-73.9677,Entire home/apt,450,1,1,2016-12-30,0.03,1,121
22088100,"Bright and Warm place -
only 17min to Central Park",161351021,V,Queens,Woodside,40.75593,-73.90268,Private room,425,1,11,2018-03-01,0.58,2,0
1948745,Immaculate 3BR Williamsburg Condo,9535237,Ryan,Brooklyn,Greenpoint,40.72575,-73.95231,Entire home/apt,399,30,13,2016-06-20,0.19,1,363
33851532,Rooftop Terrace Penthouse 2 Bed Near Central Park,255440488,Jacob And Michelle,Manhattan,Hell's Kitchen,40.76347,-73.98776,Entire home/apt,420,5,10,2019-06-29,4.48,1,130
174966,Luxury 2Bed/2.5Bath Central Park View,836168,Henry,Manhattan,Upper West Side,40.7735,-73.98697,Entire home/apt,2000,30,30,2018-05-05,0.33,11,0
35706068,wait until later,35741633,Chen,Queens,Long Island City,40.74869,-73.94294000000001,Entire home/apt,2000,1,0,,,1,365
21081975,Perfect Chanukah apartment for the whole crew!,15692021,Alexandra,Brooklyn,Crown Heights,40.6696,-73.94253,Entire home/apt,400,11,1,2017-10-15,0.05,1,0
35154533,"Outstanding & Luxury 2BR in Manhattan, next to TS",258742885,Catarina,Manhattan,Hell's Kitchen,40.7622,-73.99625,Entire home/apt,425,3,5,2019-07-05,5.0,1,0
23681735,1 Bedroom Apt with Terrace in East Village-Terrace,177353847,East Village,Manhattan,East Village,40.72619,-73.99019,Entire home/apt,400,4,8,2019-06-03,0.51,4,161
21950012,Large 3 Bedroom Apartment in Hell's Kitchen,53829616,Joaquin,Manhattan,Hell's Kitchen,40.75979,-73.98953,Entire home/apt,395,6,1,2018-01-01,0.05,1,0
11234747,Mins away to Manhattan Suite Residence,24146326,Julien,Queens,Astoria,40.76626,-73.93054000000001,Shared room,1800,3,5,2017-04-09,0.13,2,90
19114014,"Large, Private Carriage House in West Village",683230,Thomas,Manhattan,West Village,40.73444,-73.99967,Private room,950,3,36,2019-07-01,1.45,3,237
12339863,Loft,10035055,Claudine,Manhattan,Tribeca,40.72138,-74.00766999999999,Entire home/apt,2500,4,0,,,1,89
35075812,Private Room in 2BD near Grand Central,52319188,Nick,Manhattan,Murray Hill,40.7472,-73.97278,Private room,500,2,0,,,1,43
34233364,★ Huge Three Bedroom Centrally Located ★,258389576,William,Manhattan,Upper East Side,40.78161,-73.94852,Entire home/apt,450,1,5,2019-05-31,2.24,1,164
34096839,Near Hudson Yards & Times Square w/ breakfast,257005399,Cassa Times Square Hotel,Manhattan,Hell's Kitchen,40.7572,-73.99481999999999,Private room,390,1,21,2019-06-22,10.86,5,299
25607226,Your Absolute Best NYC Experience!!!,190482413,Omari,Manhattan,East Village,40.72873,-73.98759,Entire home/apt,398,2,32,2019-06-13,3.06,1,139
7192809,Luxury 2200sf Two Bedroom Loft w/ Private Elevator,37668524,Brian,Manhattan,Chelsea,40.73888,-73.99897,Entire home/apt,500,3,11,2016-11-26,0.23,1,2
6428913,COBBLE HILL BROWNSTONE,13043852,Claire,Brooklyn,Cobble Hill,40.68477,-73.99825,Entire home/apt,400,6,5,2017-07-16,0.1,1,85
18404373,"Bright kitchen studio--events, classes, photos",10593759,Ronna,Brooklyn,Sunset Park,40.65107,-74.01096,Entire home/apt,450,1,5,2018-12-24,0.27,1,179
60164,"Beautiful, elegant 3 bed SOHO loft",289653,Harrison,Manhattan,SoHo,40.72003,-74.00262,Entire home/apt,500,4,94,2019-06-23,0.99,1,329
33513897,Coming soon: stunning Upper West Side apartment,252545388,Joseph,Manhattan,Upper West Side,40.77112,-73.98964000000001,Entire home/apt,1000,31,0,,,1,103
27551807,The St Marks: A large 7 bedroom 15 mins to Manhtan,5589082,Jenn & JJ,Brooklyn,Crown Heights,40.67578,-73.94159,Entire home/apt,689,2,18,2019-05-23,1.61,1,340
2185842,1BR Superbowl rental Hells Kitchen,6910298,Anna,Manhattan,Hell's Kitchen,40.76,-73.99009000000001,Entire home/apt,850,1,0,,,1,0
26320074,3BR/2Bath Duplex Parkslope (15 min to Manhattan),118619861,Laurence,Brooklyn,Prospect Heights,40.67953,-73.97303000000001,Entire home/apt,449,3,33,2019-06-30,2.82,1,329
30950186,Classic Brownstone Living in historic BROOKLYN,195418702,Megan,Brooklyn,Bedford-Stuyvesant,40.68353,-73.93566,Entire home/apt,450,3,0,,,1,357
6326865,Best of Carroll Gardens,29594719,Beth,Brooklyn,Carroll Gardens,40.6795,-73.99468,Entire home/apt,445,5,1,2015-06-27,0.02,1,0
35515733,"Family-Friendly 3BR Luxury in Tribeca, (1900 sqft)",2116342,David,Manhattan,Civic Center,40.71625,-74.00316,Entire home/apt,950,3,0,,,1,69
30035166,4-Floor Unique Event Space 50P Cap. - #10299B,172611460,Rasmus,Manhattan,Harlem,40.82511,-73.94960999999999,Entire home/apt,5000,1,2,2019-02-23,0.38,2,150
2003807,UWS MANHATTAN APT FOR SUPERBOWL WE,10317189,Edouard,Manhattan,Upper West Side,40.79321,-73.9694,Entire home/apt,1000,1,0,,,1,0
34036047,Harlem Time Capsule,256998898,Hank,Manhattan,Harlem,40.80483,-73.95553000000001,Entire home/apt,550,1,0,,,3,365
12005922,Plush 2 Bedroom Midtown West NYC Apartment,30283594,Kara,Manhattan,Midtown,40.76647,-73.9829,Entire home/apt,369,30,0,,,121,345
21649171,Spacious 3-Bedroom Bushwick Duplex,77904836,Yvette,Brooklyn,Bushwick,40.69168,-73.91453,Entire home/apt,500,5,1,2018-01-01,0.05,1,0
35542412,Private Patio Williamsburg 2BD/2BA Next to Subway!,267396936,Amy,Brooklyn,Williamsburg,40.71418,-73.93836999999999,Entire home/apt,465,3,3,2019-07-02,3.0,1,250
7048418,3BR/1 Ba in TriBeCa w/ outdoor deck,36962150,Nick,Manhattan,Tribeca,40.71845,-74.01183,Entire home/apt,500,1,0,,,1,0
11495797,1br Suite - St Regis Residence Club,60535711,Bruce,Manhattan,Midtown,40.7604,-73.9741,Entire home/apt,1100,2,20,2019-05-16,0.53,2,268
30193154,*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #9,205031545,Red Awning,Manhattan,Midtown,40.75439,-73.96647,Entire home/apt,675,28,4,2019-05-26,0.63,49,253
24836464,JFK/QNS Home Away From Home Full private apartment,175019394,Suzan,Queens,Jamaica,40.6706,-73.7794,Entire home/apt,450,1,3,2018-07-02,0.22,6,83
36416759,LIC Garden House Top Floor | 10 Min to Manhattan,53602261,Ray,Queens,Long Island City,40.75432,-73.93521,Entire home/apt,375,2,0,,,1,364
23169146,Artist apartment in LIC,51260506,Grace,Queens,Long Island City,40.74786,-73.94628,Shared room,1250,1,1,2018-02-19,0.06,1,173
4178851,Lofty Living: Heart of Williamsburg,21680683,Jenny,Brooklyn,Williamsburg,40.71961,-73.95837,Entire home/apt,380,3,105,2019-06-30,1.82,2,264
8515213,Studio 250 New York City,44837740,David,Manhattan,Theater District,40.75601,-73.98909,Entire home/apt,2000,1,3,2017-11-06,0.07,1,0
7310835,SoHo 2 Bedroom 2 Full Bath with Private Terrace,3390947,Yulia,Manhattan,SoHo,40.72268,-74.00269,Entire home/apt,650,2,24,2019-06-29,0.51,1,23
12929852,"New York City Brownstone, Hip and Historic Harlem",58782992,Mark And Josephine,Manhattan,Harlem,40.82272,-73.94502,Entire home/apt,450,31,56,2019-05-28,1.5,2,341
12954498,LOFT in Chelsea,1413546,Asher,Manhattan,Chelsea,40.7453,-73.99333,Entire home/apt,700,30,1,2016-08-07,0.03,2,236
5116726,Stunning townhouse in Park Slope,7203997,Gosia,Brooklyn,Park Slope,40.67034,-73.97511999999999,Entire home/apt,995,2,43,2019-06-13,0.82,2,328
32089161,Newly rennovated studio space in UWS,25115746,Stephanie,Manhattan,Upper West Side,40.78757,-73.97624,Shared room,500,1,0,,,1,89
29281407,THE HIVE // Brand New 3-Story Luxury Townhome,4874700,Eli,Brooklyn,Greenpoint,40.72549,-73.94595,Entire home/apt,975,2,0,,,1,149
8924038,Huge Unique Two Story E.Vill Oasis,46665505,Cj,Manhattan,East Village,40.721790000000006,-73.97951,Entire home/apt,500,2,0,,,1,0
34644063,Luxurious Smart Home in Gramercy Park,55560532,Maxim,Manhattan,Gramercy,40.73825,-73.98184,Entire home/apt,690,2,0,,,1,66
7024342,"Custom Designed Cozy Garden Apt,",36579485,Jean&  Toney,Brooklyn,Canarsie,40.64574,-73.90781,Entire home/apt,600,7,0,,,3,365
16268350,Cozy Bedstuy Brownstone,104626152,Nikki,Brooklyn,Bedford-Stuyvesant,40.68893,-73.95354,Entire home/apt,525,2,1,2016-12-07,0.03,4,189
30389066,"Light-filled Chelsea 1BR w/ Balcony, Gym, Doorman by Blueground",107434423,Blueground,Manhattan,Chelsea,40.73786,-73.9977,Entire home/apt,358,30,0,,,232,322
27237510,"*NO GUEST SERVICE FEE* Studio Suite w/ Queen Bed, Close to 51st St Subway",205031545,Red Awning,Manhattan,Midtown,40.75299,-73.96659,Entire home/apt,699,3,8,2019-05-19,1.21,49,204
13186374,Sean,35143476,Sean,Brooklyn,Windsor Terrace,40.65182,-73.98043,Entire home/apt,400,7,0,,,1,0
16437326,1 Bedroom Condo/Kitchen Wyndham Midtown 45 Resort*,69545883,Chayla,Manhattan,Midtown,40.75183,-73.97336999999999,Private room,599,3,0,,,12,365
664047,Lux 2Bed/2.5Bath Central Park Views,836168,Henry,Manhattan,Upper West Side,40.77516,-73.98573,Entire home/apt,2000,30,59,2016-01-28,0.71,11,364
11257690,Luxury 2200ft² 4Bed in East Village,29182025,Jonty,Manhattan,Gramercy,40.73268,-73.98550999999999,Entire home/apt,700,5,87,2019-06-22,2.12,1,266
22193650,Gramercy Getaway,83637,Liana,Manhattan,Gramercy,40.738040000000005,-73.98503000000001,Entire home/apt,500,28,5,2018-04-08,0.27,1,173
6165564,Large room in newly renovated apt,30906910,Yuriy,Brooklyn,Bedford-Stuyvesant,40.6874,-73.94339000000001,Private room,750,1,0,,,1,0
33101286,"2, 3 or 4  Floors, Heart of Greenwich Village",4129805,Evelyn,Manhattan,West Village,40.73242,-74.00404,Entire home/apt,400,2,1,2019-05-24,0.65,5,102
2150328,"SUPERBOWL!! 2 Bd, 2 Ba w Roof Deck!",10974237,Abby,Manhattan,East Village,40.72767,-73.98825,Entire home/apt,850,1,0,,,1,0
35021821,Amazing 2 bedrooms apt close to Central Park,180384868,Manuel,Manhattan,Upper West Side,40.77081,-73.99036,Entire home/apt,360,2,2,2019-06-23,2.0,1,89
30012164,"Historic Gem in Beautiful Clinton Hill, Brooklyn",30466297,Jack,Brooklyn,Clinton Hill,40.68632,-73.96292,Entire home/apt,450,2,5,2019-07-05,0.66,1,11
2514689,3 BEDS IN LOVELY 2BEDROOM/2BATH MIDTOWN RENTAL,12872352,Jada,Manhattan,Midtown,40.758790000000005,-73.96413000000001,Entire home/apt,399,1,87,2017-12-18,1.37,3,267
2186138,Superbowl - NYC Apartment,11147328,Ankur,Manhattan,Midtown,40.75764,-73.96826999999999,Entire home/apt,950,1,0,,,1,0
6908140,Lovely Brick Townhouse,21705530,Jessica,Brooklyn,Clinton Hill,40.694390000000006,-73.96898,Entire home/apt,450,7,1,2017-07-12,0.04,1,0
2017012,W Village Luxury Apt. (Super Bowl),10373126,Sirous,Manhattan,West Village,40.73967,-74.00933,Entire home/apt,850,3,0,,,1,0
24554027,"Sunlit Room in Prospect Heights, Brooklyn",24587292,Rania,Brooklyn,Crown Heights,40.67652,-73.96198000000001,Private room,974,7,0,,,2,0
19963733,"Prewar duplex, 3 bedrooms, minutes from everything",93355703,Katherine,Brooklyn,Brooklyn Heights,40.69677,-73.99599,Entire home/apt,585,3,10,2019-02-18,0.42,1,225
3426233,2 Bd/1 Bath Apartment Upper East Side NYC,17272284,Geoffrey,Manhattan,Upper East Side,40.76349,-73.95969000000001,Entire home/apt,400,3,9,2019-04-28,0.36,2,0
35252737,Tulum Oasis 2 baths Washer Dryer in Unit,210956993,Werley & Maria,Manhattan,Murray Hill,40.74832,-73.98125999999999,Entire home/apt,416,1,0,,,1,365
35605729,ULTRA LUXURIOUS 5 STAR DUPLEX -- EXPERIENCED HOST!,267191710,Robert,Manhattan,Upper East Side,40.76769,-73.96692,Entire home/apt,425,2,0,,,1,162
13109326,New York City Apt. w/ Incredible View of Manhattan,72874879,James,Brooklyn,Park Slope,40.67202,-73.97131,Entire home/apt,700,7,0,,,1,0
7967942,West Village/Meatpacking Loft!,24707895,Regi,Manhattan,Chelsea,40.74052,-74.00423,Entire home/apt,385,3,3,2016-06-20,0.07,1,0
8182759,Original Old Skool 2 Bedroom Brooklyn LOFT,3538661,Phillip,Brooklyn,Williamsburg,40.71519,-73.96174,Entire home/apt,400,4,0,,,2,170
21725929,3.7 MLN usd 2 bedroom LOFT in TriBeCa (5),68707439,Gipsy Properties,Manhattan,Tribeca,40.71989,-74.00465,Entire home/apt,497,14,5,2018-02-15,0.25,3,0
2243699,"SuperBowl Penthouse Loft 3,000 sqft",1483320,Omri,Manhattan,Little Italy,40.71895,-73.99793000000001,Entire home/apt,5250,1,0,,,1,0
32476606,Recently Renovated & Furnished Apt- Room available,244008821,Sonia,Manhattan,West Village,40.7354,-74.00208,Private room,2850,100,0,,,1,270
19307997,Super Lux 2BR in Downtown Manhattan,105703386,Derek,Manhattan,Battery Park City,40.70725,-74.01741,Entire home/apt,390,2,0,,,1,0
35233998,"Spacious & Bright 3BRs Near Subways, Parks, Shops",146858939,Angela,Brooklyn,Cobble Hill,40.69041,-73.99776999999999,Entire home/apt,599,1,2,2019-06-16,2.0,1,39
26247578,FURNISHED 2BR 1BA BY CENTRAL PARK!!,22129776,Ali,Manhattan,Hell's Kitchen,40.76502,-73.98839,Entire home/apt,369,1,2,2019-04-10,0.22,3,365
13025960,Bright & Cozy Furnitured 4 Sublet,71948176,Cristian,Brooklyn,Bedford-Stuyvesant,40.68917,-73.95528,Private room,1000,1,0,,,1,0
35198287,Light-filled Williamsburg Loft,24643940,Lucy,Brooklyn,Williamsburg,40.70726,-73.96656999999999,Entire home/apt,550,2,2,2019-07-05,2.0,1,81
12110990,Amazing 2 BR NYC apt. with up-to-date amenities!,30283594,Kara,Manhattan,Midtown,40.76657,-73.98201,Entire home/apt,369,30,1,2018-10-30,0.12,121,345
32235802,Stable Room at Incentra Village Hotel,241889662,Incentra,Manhattan,West Village,40.73742,-74.00484,Private room,999,1,1,2019-04-24,0.39,5,310
23860219,Designer's Beautiful 2BR Apartment in NOLITA/SOHO,152228055,Ilo And Richard,Manhattan,Nolita,40.72233,-73.99574,Entire home/apt,2990,2,69,2019-06-29,4.36,1,237
6558125,Amazing apartment with great views,28305098,Bishal,Manhattan,Chelsea,40.745740000000005,-73.99226,Entire home/apt,900,3,13,2016-01-20,0.26,1,24
27237549,*NO GUEST SERVICE FEE* Luxury Studio Suite in Excellent Midtown Location,205031545,Red Awning,Manhattan,Midtown,40.75442,-73.96696,Entire home/apt,699,3,8,2019-06-16,1.18,49,204
18239917,Luxury 2 BR in Prime NOHO,126015118,Nir,Manhattan,East Village,40.72448,-73.99247,Entire home/apt,400,3,3,2019-01-02,0.36,1,14
20604857,Empire St View Luxury 3BR 2BA Penthouse BalconyGym,40042311,Antonya,Manhattan,Murray Hill,40.74699,-73.9777,Entire home/apt,799,5,1,2018-07-28,0.09,1,359
35005774,Brand new 2 BEDROOMS BROOKLYN,48605276,Maria Y Diego,Brooklyn,Greenpoint,40.72006,-73.9462,Entire home/apt,400,4,0,,,1,355
16098020,1 Bdrm PRESIDENTIAL RESERVE at Wyndham Midtown 45,69545883,Chayla,Manhattan,Midtown,40.75162,-73.9732,Private room,649,3,1,2016-12-09,0.03,12,365
34813344,AWESOME LOCATION!! NEWLY REMODELED APARTMENT!!,262434396,Angeline,Brooklyn,Williamsburg,40.71597,-73.96106999999999,Entire home/apt,650,3,1,2019-06-17,1.0,1,352
32838270,Wyndham Midtown 45 in NYC,246225955,Michael,Manhattan,Midtown,40.7515,-73.97206,Entire home/apt,488,2,0,,,1,65
14683983,RATED ★★★★★ IN THIS 2 BEDROOM PRESIDENTIAL SUITE,64065593,ResortShare5,Manhattan,Midtown,40.75294,-73.9733,Entire home/apt,672,2,23,2019-05-15,0.87,13,268
15206157,1Bdrm DELUXE Fully Renovated CONDO Wyndham Midtown,96098402,Wynpoints,Manhattan,Midtown,40.75331,-73.9733,Private room,599,3,8,2017-01-01,0.24,12,365
4854552,Apartment Downtown New York ,24973819,Wen,Manhattan,Stuyvesant Town,40.73001,-73.97579,Private room,600,1,0,,,1,0
16331969,Cozy in Cobble Hill,15130664,Karen,Brooklyn,Carroll Gardens,40.68577,-73.9928,Entire home/apt,450,2,0,,,1,0
6939638,Heart of Tribeca next to everything,36307255,Josh,Manhattan,Tribeca,40.715,-74.0094,Entire home/apt,700,1,8,2016-01-03,0.16,1,0
31534613,New Oceanside home just 5 houses from beach side B,37136163,Renzo,Manhattan,Midtown,40.75164,-73.98042,Entire home/apt,600,7,0,,,1,281
30389608,"Mod East Village 1BR w/ Doorman, Gym near Union Sq by Blueground",107434423,Blueground,Manhattan,East Village,40.73169,-73.98931999999999,Entire home/apt,420,30,0,,,232,157
11140165,Tranquility in Park Slope House & Garden,923791,Daniel,Brooklyn,South Slope,40.66473,-73.98704000000001,Entire home/apt,390,4,14,2019-06-29,0.36,2,13
15230938,Bluebird Lavish 2-BR Apt Within Mile of Times Sq.,95459395,Bluebird,Manhattan,Hell's Kitchen,40.7602,-73.998,Entire home/apt,748,30,0,,,18,185
35882372,"Welcome to the best area of Williamsburg, NY",20536889,Edwin,Brooklyn,Williamsburg,40.71131,-73.96562,Entire home/apt,500,4,0,,,1,358
3562245,"Quiet Sunny 1-Bedroom, Prime East Village Location",8924899,Theresa,Manhattan,East Village,40.72832,-73.9852,Entire home/apt,365,2,62,2019-07-01,1.02,1,28
14655908,"Historic Brownstone (3Flrs). Pvt Deck, Garden,Park",89724008,Richard,Manhattan,Harlem,40.81919,-73.9443,Entire home/apt,750,3,0,,,1,87
31652254,Photo Studio & Creative Space,5095364,Michael,Manhattan,Nolita,40.72095,-73.99756,Entire home/apt,1200,1,1,2019-02-03,0.19,1,27
35345358,Northside Williamsburg Stunner,956324,Alex,Brooklyn,Williamsburg,40.71705,-73.9647,Entire home/apt,4500,30,0,,,1,365
15508132,Can’t Beat this Location!!,99629743,Leatha,Brooklyn,Clinton Hill,40.68769,-73.96604,Entire home/apt,449,2,78,2019-06-30,2.47,2,347
36186719,Private Bedroom in the Heart of Chelsea!,268920555,Terrence Jake,Manhattan,Chelsea,40.74531,-73.99454,Private room,999,30,0,,,1,270
20194454,"MidTown 45 - New York, NY, Hotel Room, Sleeps 2ppl",136676366,Karl,Manhattan,Midtown,40.75155,-73.97355999999999,Private room,359,3,0,,,1,0
30981245,Huge Artistic Downtown Loft - Designer Furniture,17981316,Kasra,Manhattan,Civic Center,40.71324,-73.99880999999999,Entire home/apt,410,3,0,,,1,18
2022126,Midtown Manhattan Apt,10392717,Rick,Manhattan,Midtown,40.74897,-73.98265,Private room,500,5,0,,,1,0
12070965,Downtown style in the Bronx,64678583,Mark,Bronx,Mott Haven,40.8098,-73.92149,Private room,500,10,0,,,1,358
31980794,Sleep 6 adults & 2 children - 2 Level Garden Apt,59073470,Angela,Manhattan,Upper West Side,40.79144,-73.97909,Entire home/apt,375,2,4,2019-05-23,1.24,1,208
10158141,Noho Broadway 2 Bedroom Loft,50760546,CRNY Monthly Rentals,Manhattan,NoHo,40.72895,-73.9934,Entire home/apt,499,30,0,,,31,167
35228797,Great 2 bedrooms close to Central Park,191119982,Marietta,Manhattan,Upper West Side,40.77101,-73.98940999999999,Entire home/apt,360,2,5,2019-06-23,4.29,1,94
1039983,Tribeca Loft w/ Private Elevator,273174,Jon,Manhattan,Tribeca,40.72008,-74.0043,Entire home/apt,1000,1,25,2019-06-22,0.36,3,37
9464318,Huge NYC 4BR Condo ByD'subwaySlp 12,48890727,Ruth,Brooklyn,Carroll Gardens,40.679390000000005,-73.99598,Entire home/apt,525,4,11,2018-10-09,0.28,1,159
4619579,One bedroom loft in West Village ,23929065,Eli,Manhattan,West Village,40.73173,-74.00904,Entire home/apt,450,3,0,,,1,0
15204878,PRESIDENTIAL Condo 1 BDRM Wyndham Midtown 45 NYC,96098402,Wynpoints,Manhattan,Midtown,40.75362,-73.97158,Private room,749,2,5,2016-12-31,0.15,12,365
12665113,Sunny Townhouse - Brooklyn,18753186,Florence,Brooklyn,Gowanus,40.681,-73.98881999999999,Entire home/apt,380,6,9,2018-08-19,0.26,2,0
2163602,Upper West Side elegance. Riverside,11039974,Poppi,Manhattan,Upper West Side,40.77874,-73.98437,Entire home/apt,599,1,5,2016-08-25,0.14,2,0
35008790,Luxurious 3 BEDROOM IN THE HEART OF TimeSqaure,263744321,Marcela,Manhattan,Hell's Kitchen,40.76275,-73.99271,Entire home/apt,428,3,1,2019-07-01,1.0,1,244
34868182,➖PRIVATE ROOFTOP ➖ LUXURY LIVING IN NEW YORK CITY!,229498124,Rajeev,Manhattan,Midtown,40.75978,-73.96629,Entire home/apt,489,2,2,2019-06-17,1.67,1,320
